livrooms_count,district,year,level,house_levels,const_tech,area,liv_area,kitchen_area,price
1,Канавинский,2026.0,8,24,блок+утеплитель,38.8,14.3,12.6,10390000
1,Канавинский,2026.0,13,24,блок+утеплитель,36.1,13.5,11.2,9790000
1,Канавинский,2026.0,18,24,блок+утеплитель,37.2,11.6,13.7,11090000
2,Канавинский,2026.0,13,24,блок+утеплитель,65.6,26.8,15.2,15490000
1,Канавинский,2026.0,5,24,блок+утеплитель,43.3,15.2,16.6,10190000
1,Канавинский,2026.0,18,24,блок+утеплитель,46.1,17.3,17.4,11390000
1,Канавинский,2026.0,8,24,блок+утеплитель,36.1,13.5,11.2,9290000
1,Канавинский,2026.0,9,24,блок+утеплитель,37.0,13.8,11.3,9890000
1,Канавинский,2026.0,15,24,блок+утеплитель,37.8,15.4,10.8,10090000
1,Канавинский,2026.0,14,24,блок+утеплитель,37.0,13.8,11.3,10790000
2,Канавинский,2026.0,5,24,блок+утеплитель,59.2,33.4,13.3,15190000
2,Канавинский,2026.0,16,24,блок+утеплитель,71.4,33.4,19.1,18590000
1,Канавинский,2026.0,4,24,блок+утеплитель,43.3,15.2,16.6,10090000
2,Канавинский,2026.0,7,24,блок+утеплитель,65.6,26.8,15.2,14490000
1,Канавинский,2026.0,10,24,блок+утеплитель,49.5,22.2,12.1,10990000
2,Канавинский,2026.0,17,24,блок+утеплитель,61.8,26.8,14.6,15990000
2,Канавинский,2026.0,9,24,блок+утеплитель,65.6,26.8,15.2,14590000
1,Канавинский,2026.0,16,24,блок+утеплитель,36.0,11.8,11.7,9590000
3,Канавинский,2026.0,3,24,блок+утеплитель,95.4,52.2,20.7,21590000
2,Канавинский,2026.0,13,24,блок+утеплитель,74.9,34.5,20.2,17090000
2,Канавинский,2026.0,7,24,блок+утеплитель,68.3,29.2,17.7,17190000
2,Канавинский,2026.0,16,24,блок+утеплитель,74.9,34.5,20.2,17390000
2,Канавинский,2026.0,16,24,блок+утеплитель,61.8,26.8,14.6,15890000
1,Канавинский,2026.0,7,24,блок+утеплитель,37.8,15.4,10.8,10990000
2,Канавинский,2026.0,13,24,блок+утеплитель,74.9,34.5,20.2,17090000
2,Канавинский,2026.0,7,24,блок+утеплитель,68.3,29.2,17.7,17190000
3,Канавинский,2026.0,7,24,блок+утеплитель,91.5,45.4,19.6,21990000
1,Канавинский,2026.0,23,24,блок+утеплитель,46.1,17.3,17.4,11890000
2,Канавинский,2026.0,16,24,блок+утеплитель,61.8,26.8,14.6,15890000
2,Канавинский,2026.0,1,24,блок+утеплитель,79.3,36.2,25.7,17490000
1,Канавинский,2026.0,13,24,блок+утеплитель,37.2,11.6,13.7,10490000
2,Канавинский,2026.0,15,24,блок+утеплитель,65.6,26.8,15.2,15790000
1,Канавинский,2026.0,2,24,блок+утеплитель,43.6,16.3,18.4,9890000
1,Канавинский,2026.0,15,24,блок+утеплитель,36.1,13.5,11.2,9990000
1,Канавинский,2026.0,11,24,блок+утеплитель,37.2,11.6,13.7,10290000
1,Канавинский,2026.0,9,24,блок+утеплитель,36.0,11.8,11.7,8890000
2,Канавинский,2026.0,9,24,блок+утеплитель,61.8,26.8,14.6,14690000
1,Канавинский,2026.0,8,24,блок+утеплитель,46.1,17.3,17.4,10390000
1,Канавинский,2026.0,3,24,блок+утеплитель,39.0,10.6,18.8,9790000
2,Канавинский,2026.0,2,24,блок+утеплитель,66.3,30.1,15.2,14590000
2,Канавинский,2026.0,10,24,блок+утеплитель,65.6,26.8,15.2,14790000
1,Канавинский,2026.0,2,24,блок+утеплитель,38.5,17.9,12.0,9290000
2,Канавинский,2026.0,15,24,блок+утеплитель,49.1,21.7,12.1,13190000
1,Канавинский,2026.0,14,24,блок+утеплитель,36.1,13.5,11.2,9890000
1,Канавинский,2026.0,21,24,блок+утеплитель,37.2,11.6,13.7,11290000
2,Канавинский,2026.0,6,24,блок+утеплитель,68.3,29.2,17.7,17090000
2,Канавинский,2026.0,2,24,блок+утеплитель,60.9,32.3,13.5,14490000
1,Канавинский,2026.0,8,24,блок+утеплитель,38.8,14.3,12.6,10390000
1,Канавинский,2026.0,21,24,блок+утеплитель,38.1,10.6,14.9,11090000
2,Канавинский,2026.0,15,24,блок+утеплитель,74.9,34.5,20.2,17290000
1,Канавинский,2026.0,12,24,блок+утеплитель,36.1,13.5,11.2,9690000
3,Канавинский,2026.0,3,24,блок+утеплитель,95.4,52.2,20.7,21590000
0,Канавинский,2026.0,12,24,блок+утеплитель,19.6,9.1,0.0,7990000
2,Канавинский,2026.0,12,24,блок+утеплитель,65.6,26.8,15.2,15390000
2,Канавинский,2026.0,10,24,блок+утеплитель,65.6,26.8,15.2,14790000
1,Канавинский,2026.0,12,24,блок+утеплитель,36.1,13.5,11.2,9690000
1,Канавинский,2026.0,15,24,блок+утеплитель,36.1,13.5,11.2,9990000
2,Канавинский,2026.0,12,24,блок+утеплитель,65.6,26.8,15.2,15390000
1,Канавинский,2026.0,15,24,блок+утеплитель,37.2,11.6,13.7,10690000
2,Канавинский,2026.0,2,24,блок+утеплитель,71.5,34.1,18.4,16290000
2,Канавинский,2026.0,2,24,блок+утеплитель,60.9,32.3,13.5,14490000
2,Канавинский,2026.0,15,24,блок+утеплитель,61.8,26.8,14.6,15890000
2,Канавинский,2026.0,11,24,блок+утеплитель,74.9,34.5,20.2,16890000
1,Канавинский,2026.0,12,24,блок+утеплитель,37.8,15.4,10.8,9790000
1,Канавинский,2026.0,15,24,блок+утеплитель,44.5,11.1,16.0,11290000
2,Канавинский,2026.0,8,24,блок+утеплитель,61.8,26.8,14.6,14390000
2,Канавинский,2026.0,13,24,блок+утеплитель,71.4,33.4,19.1,17990000
1,Канавинский,2026.0,20,24,блок+утеплитель,38.1,10.6,14.9,10990000
1,Канавинский,2026.0,8,24,блок+утеплитель,36.8,10.5,12.8,9790000
3,Канавинский,2026.0,7,24,блок+утеплитель,91.5,45.4,19.6,21990000
1,Канавинский,2026.0,22,24,блок+утеплитель,38.1,10.6,14.9,11190000
1,Канавинский,2026.0,2,24,блок+утеплитель,47.6,17.3,20.8,10490000
2,Канавинский,2026.0,3,24,блок+утеплитель,66.3,30.1,15.2,14590000
0,Канавинский,2026.0,23,24,блок+утеплитель,41.4,13.0,16.0,10990000
1,Канавинский,2026.0,10,24,блок+утеплитель,37.2,11.6,13.7,10190000
2,Канавинский,2026.0,6,24,блок+утеплитель,65.6,26.8,15.2,14490000
1,Канавинский,2026.0,8,24,блок+утеплитель,37.0,13.8,11.3,9890000
1,Канавинский,2026.0,17,24,блок+утеплитель,37.2,11.6,13.7,10990000
1,Канавинский,2026.0,11,24,блок+утеплитель,36.0,11.8,11.7,9090000
2,Канавинский,2026.0,3,24,блок+утеплитель,59.9,32.3,13.5,14590000
1,Канавинский,2026.0,5,24,блок+утеплитель,47.0,15.5,16.9,10490000
1,Канавинский,2026.0,14,24,блок+утеплитель,46.1,17.3,17.4,10990000
1,Канавинский,2026.0,10,24,блок+утеплитель,39.8,10.5,12.8,9990000
1,Канавинский,2026.0,15,24,блок+утеплитель,46.1,17.3,17.4,11190000
1,Канавинский,2026.0,16,24,блок+утеплитель,36.0,11.8,11.7,9590000
0,Канавинский,2026.0,10,24,блок+утеплитель,19.6,9.1,0.0,7790000
1,Канавинский,2026.0,10,24,блок+утеплитель,39.8,10.5,12.8,9990000
2,Канавинский,2026.0,11,24,блок+утеплитель,61.8,26.8,14.6,15390000
1,Канавинский,2026.0,4,24,блок+утеплитель,46.7,17.3,20.8,10290000
2,Канавинский,2026.0,17,24,блок+утеплитель,74.9,34.5,20.2,17490000
2,Канавинский,2026.0,6,24,блок+утеплитель,61.8,26.8,14.6,13890000
1,Канавинский,2026.0,16,24,блок+утеплитель,46.1,17.3,17.4,11190000
2,Канавинский,2026.0,15,24,блок+утеплитель,61.8,26.8,14.6,15890000
1,Канавинский,2026.0,12,24,блок+утеплитель,37.2,11.6,13.7,10390000
2,Канавинский,2026.0,16,24,блок+утеплитель,71.4,33.4,19.1,18590000
0,Канавинский,2026.0,13,24,блок+утеплитель,19.6,9.1,0.0,8090000
1,Канавинский,2026.0,4,24,блок+утеплитель,43.3,16.3,18.4,10090000
0,Канавинский,2026.0,20,24,блок+утеплитель,41.4,13.0,16.0,11190000
1,Канавинский,2026.0,6,24,блок+утеплитель,37.0,13.8,11.3,9790000
4,Канавинский,2026.0,21,24,блок+утеплитель,133.9,70.8,26.2,37890000
1,Канавинский,2026.0,2,24,блок+утеплитель,44.0,15.2,16.6,9890000
1,Канавинский,2026.0,16,24,блок+утеплитель,37.0,13.8,11.3,10990000
1,Канавинский,2026.0,15,24,блок+утеплитель,39.8,10.5,12.8,11290000
1,Канавинский,2026.0,12,24,блок+утеплитель,36.0,11.8,11.7,9190000
0,Канавинский,2026.0,11,24,блок+утеплитель,19.6,9.1,0.0,7890000
0,Канавинский,2026.0,14,24,блок+утеплитель,19.6,9.1,0.0,8190000
1,Канавинский,2026.0,4,24,блок+утеплитель,47.0,15.5,16.9,10390000
1,Канавинский,2026.0,8,24,блок+утеплитель,44.5,11.1,16.0,10590000
1,Канавинский,2026.0,14,24,блок+утеплитель,39.8,10.5,12.8,10990000
1,Канавинский,2026.0,22,24,блок+утеплитель,38.1,10.6,14.9,11190000
0,Канавинский,2026.0,12,24,блок+утеплитель,19.6,9.1,0.0,7990000
1,Канавинский,2026.0,3,24,блок+утеплитель,46.7,17.3,20.8,10290000
3,Канавинский,2026.0,7,24,блок+утеплитель,91.5,45.4,19.6,21990000
1,Канавинский,2026.0,14,24,блок+утеплитель,44.5,11.1,16.0,11190000
1,Канавинский,2026.0,16,24,блок+утеплитель,36.0,11.8,11.7,9590000
2,Автозаводский,2027.0,3,4,кирпич,63.7,27.7,14.2,9370000
2,Автозаводский,2027.0,1,4,кирпич,56.0,29.5,11.0,8590000
1,Автозаводский,2027.0,2,4,кирпич,41.8,13.5,14.5,6990000
2,Автозаводский,2027.0,4,4,кирпич,54.7,23.4,15.4,8290000
2,Автозаводский,2027.0,2,4,кирпич,54.7,25.4,15.3,8390000
1,Автозаводский,2027.0,3,4,кирпич,36.7,12.3,13.6,5690000
2,Автозаводский,2027.0,4,4,кирпич,53.1,21.5,14.3,8160000
1,Автозаводский,2027.0,4,4,кирпич,37.4,14.2,12.2,6090000
2,Автозаводский,2027.0,1,4,кирпич,53.4,20.4,15.6,7800000
2,Автозаводский,2027.0,2,4,кирпич,53.1,23.8,13.7,7790000
1,Автозаводский,2027.0,2,4,кирпич,35.9,16.0,11.7,5490000
1,Автозаводский,2027.0,3,4,кирпич,36.1,11.2,13.6,5890000
1,Автозаводский,2027.0,1,4,кирпич,36.0,16.0,11.8,5410000
2,Автозаводский,2027.0,1,4,кирпич,54.7,23.4,15.5,8020000
2,Автозаводский,2027.0,4,4,кирпич,63.6,31.0,16.2,8413000
2,Автозаводский,2027.0,4,4,кирпич,53.3,20.3,15.6,7790000
1,Автозаводский,2027.0,2,4,кирпич,35.9,16.0,11.7,5490000
2,Автозаводский,2027.0,2,4,кирпич,63.6,31.0,16.2,9330000
2,Автозаводский,2027.0,3,4,кирпич,53.3,23.8,14.0,7840000
1,Автозаводский,2027.0,4,4,кирпич,36.8,11.2,13.0,5890000
2,Автозаводский,2027.0,3,4,кирпич,53.3,20.4,15.6,7790000
2,Автозаводский,2027.0,1,4,кирпич,51.6,21.9,15.3,7790000
2,Автозаводский,2027.0,3,4,кирпич,63.5,31.0,16.2,9390000
2,Автозаводский,2027.0,3,4,кирпич,54.7,23.4,15.4,8190000
2,Автозаводский,2027.0,4,4,кирпич,63.7,27.7,14.2,9350000
2,Автозаводский,2027.0,1,4,кирпич,51.6,21.9,15.3,7890000
2,Автозаводский,2027.0,1,4,кирпич,52.8,23.8,13.7,7740000
1,Автозаводский,2027.0,4,4,кирпич,36.4,11.3,14.5,5466500
2,Автозаводский,2027.0,3,4,кирпич,54.6,23.4,15.4,8290000
1,Автозаводский,2027.0,1,4,кирпич,36.0,16.0,11.8,5410000
2,Автозаводский,2027.0,1,4,кирпич,54.9,23.4,15.5,8190000
1,Автозаводский,2027.0,3,4,кирпич,35.7,16.0,11.6,5690000
2,Автозаводский,2027.0,4,4,кирпич,63.6,31.0,16.2,8413000
1,Автозаводский,2027.0,3,4,кирпич,36.4,11.3,14.5,5990000
2,Автозаводский,2027.0,2,4,кирпич,53.4,23.8,14.0,7800000
1,Автозаводский,2027.0,4,4,кирпич,35.6,16.0,11.6,5890000
2,Автозаводский,2027.0,1,4,кирпич,63.7,31.0,16.3,9320000
2,Автозаводский,2027.0,2,4,кирпич,54.8,23.4,15.5,8390000
2,Автозаводский,2027.0,1,4,кирпич,54.7,23.4,15.5,8020000
2,Автозаводский,2027.0,1,4,кирпич,63.7,31.0,16.3,9330000
1,Автозаводский,2027.0,1,4,кирпич,36.0,16.0,11.8,4900000
3,Автозаводский,2027.0,4,4,кирпич,80.2,38.8,14.7,11490000
3,Автозаводский,2027.0,3,4,кирпич,80.2,38.8,14.7,11290000
1,Автозаводский,2027.0,2,4,кирпич,43.6,15.2,14.6,6320000
2,Автозаводский,2027.0,1,4,кирпич,53.4,20.3,15.6,7800000
1,Автозаводский,2027.0,1,4,кирпич,41.9,13.5,17.7,6590000
3,Автозаводский,2027.0,2,4,кирпич,80.5,38.8,14.7,11190000
2,Автозаводский,2027.0,2,4,кирпич,53.1,23.8,13.7,7790000
2,Автозаводский,2027.0,3,4,кирпич,58.6,29.5,11.3,8990000
1,Автозаводский,2027.0,3,4,кирпич,36.8,11.2,13.0,5990000
2,Автозаводский,2027.0,1,4,кирпич,54.7,25.4,15.3,8090000
1,Автозаводский,2027.0,1,4,кирпич,36.6,11.3,14.6,5390000
1,Автозаводский,2027.0,4,4,кирпич,41.8,13.5,14.5,6490000
1,Автозаводский,2027.0,3,4,кирпич,33.2,9.3,12.1,5590000
1,Автозаводский,2027.0,2,4,кирпич,36.5,11.3,14.6,5890000
1,Автозаводский,2027.0,2,4,кирпич,41.8,13.5,14.5,6990000
1,Автозаводский,2027.0,3,4,кирпич,36.4,11.3,14.5,5690000
1,Автозаводский,2027.0,4,4,кирпич,31.5,10.4,8.6,5290000
1,Автозаводский,2027.0,2,4,кирпич,36.5,11.3,14.6,5490000
1,Автозаводский,2027.0,4,4,кирпич,31.5,10.4,8.6,5290000
2,Автозаводский,2027.0,2,4,кирпич,54.7,25.4,15.3,8290000
1,Автозаводский,2027.0,2,4,кирпич,36.5,11.3,14.6,5490000
1,Автозаводский,2027.0,4,4,кирпич,31.6,10.5,8.6,5290000
1,Автозаводский,2027.0,4,4,кирпич,35.7,11.2,13.6,5890000
1,Автозаводский,2027.0,1,4,кирпич,43.6,15.2,14.6,6320000
1,Автозаводский,2027.0,2,4,кирпич,31.7,10.5,8.6,5390000
1,Автозаводский,2027.0,4,4,кирпич,36.7,12.3,13.6,5362000
1,Автозаводский,2027.0,2,4,кирпич,41.8,13.5,14.5,6990000
3,Автозаводский,2027.0,1,4,кирпич,80.7,42.4,13.8,10490000
2,Автозаводский,2027.0,2,4,кирпич,63.6,31.0,16.2,9310000
1,Автозаводский,2027.0,2,4,кирпич,37.7,12.4,12.6,5590000
1,Автозаводский,2027.0,1,4,кирпич,34.1,12.4,12.1,5390000
1,Автозаводский,2027.0,1,4,кирпич,43.7,15.2,14.6,6340000
2,Автозаводский,2027.0,4,4,кирпич,53.1,21.5,14.3,8160000
1,Автозаводский,2027.0,4,4,кирпич,35.6,16.0,11.6,5890000
1,Автозаводский,2027.0,1,4,кирпич,37.6,14.2,12.2,5490000
2,Автозаводский,2027.0,4,4,кирпич,63.6,31.0,16.2,8413000
2,Автозаводский,2027.0,1,4,кирпич,55.1,23.6,13.7,8090000
1,Автозаводский,2027.0,4,4,кирпич,33.2,9.3,12.1,5690000
2,Автозаводский,2027.0,3,4,кирпич,53.1,21.5,14.3,7960000
1,Автозаводский,2027.0,3,4,кирпич,36.1,11.2,13.6,5890000
2,Автозаводский,2027.0,3,4,кирпич,51.4,21.9,15.2,8090000
2,Автозаводский,2027.0,3,4,кирпич,63.7,27.7,14.2,9370000
2,Автозаводский,2027.0,3,4,кирпич,54.6,25.4,15.3,8390000
1,Автозаводский,2027.0,3,4,кирпич,37.4,14.2,12.2,5790000
1,Автозаводский,2027.0,3,4,кирпич,35.7,16.0,11.6,5690000
1,Автозаводский,2027.0,3,4,кирпич,35.7,11.2,13.6,5690000
2,Автозаводский,2027.0,4,4,кирпич,63.5,31.0,16.2,9290000
2,Автозаводский,2027.0,1,4,кирпич,51.6,21.9,15.3,7890000
2,Автозаводский,2027.0,2,4,кирпич,51.5,21.9,15.2,7990000
2,Автозаводский,2027.0,4,4,кирпич,63.6,31.0,16.2,8413000
3,Автозаводский,2027.0,1,4,кирпич,80.1,38.8,14.7,10890000
2,Автозаводский,2027.0,1,4,кирпич,63.7,31.0,16.3,9330000
1,Автозаводский,2027.0,3,4,кирпич,43.5,15.2,14.6,6380000
1,Автозаводский,2027.0,4,4,кирпич,36.1,11.2,13.6,5478500
2,Автозаводский,2027.0,3,4,кирпич,54.6,25.4,15.3,8490000
2,Автозаводский,2027.0,3,4,кирпич,52.9,23.8,13.6,7890000
3,Автозаводский,2027.0,3,4,кирпич,80.5,42.4,13.7,10810000
2,Автозаводский,2027.0,2,4,кирпич,51.6,21.9,15.3,8190000
2,Автозаводский,2027.0,4,4,кирпич,54.6,23.4,15.4,8390000
2,Автозаводский,2027.0,4,4,кирпич,53.3,20.4,15.6,7790000
2,Автозаводский,2027.0,2,4,кирпич,53.3,20.4,15.6,7790000
2,Автозаводский,2027.0,2,4,кирпич,54.7,23.4,15.5,8190000
2,Автозаводский,2027.0,1,4,кирпич,54.7,25.4,15.3,8060000
2,Автозаводский,2027.0,4,4,кирпич,54.6,25.4,15.3,8190000
1,Автозаводский,2027.0,2,4,кирпич,36.8,12.3,13.6,5590000
2,Автозаводский,2027.0,1,4,кирпич,55.2,23.6,13.7,8090000
1,Автозаводский,2027.0,1,4,кирпич,33.4,11.2,13.7,5490000
3,Автозаводский,2027.0,2,4,кирпич,80.5,42.4,13.7,10700000
2,Автозаводский,2027.0,4,4,кирпич,53.3,23.8,14.0,7163000
4,Советский,2026.0,2,9,кирпич,112.4,48.3,32.1,31197622
1,Советский,2026.0,2,9,кирпич,52.8,14.9,24.1,15577616
3,Советский,2026.0,8,9,кирпич,94.8,40.7,30.7,28229974
2,Советский,2026.0,1,9,кирпич,57.4,23.7,23.7,16511686
2,Советский,2026.0,1,9,кирпич,66.1,24.3,21.7,18734960
2,Советский,2026.0,1,9,кирпич,49.6,27.2,12.7,14401501
3,Советский,2026.0,2,9,кирпич,88.6,41.6,27.5,25214173
2,Советский,2026.0,1,9,кирпич,70.4,30.3,20.4,19911440
2,Советский,2026.0,3,9,кирпич,55.1,24.0,15.0,16328374
2,Советский,2026.0,2,9,кирпич,70.1,29.2,18.6,20149016
1,Советский,2026.0,1,9,кирпич,39.1,13.0,16.4,11526056
4,Советский,2026.0,4,9,кирпич,109.7,53.2,34.1,31064106
2,Советский,2026.0,2,9,кирпич,58.4,23.7,23.7,17001066
2,Советский,2026.0,2,9,кирпич,55.7,23.7,15.6,16346706
4,Советский,2026.0,3,9,кирпич,109.7,53.2,34.1,30763966
2,Советский,2026.0,1,9,кирпич,55.1,24.0,15.0,15876114
2,Советский,2026.0,3,9,кирпич,66.0,25.4,22.7,19189136
2,Советский,2026.0,1,9,кирпич,59.7,26.7,11.5,17147259
2,Советский,2026.0,3,9,кирпич,62.0,25.3,22.5,18178640
4,Советский,2026.0,3,9,кирпич,112.4,48.3,32.1,31505149
2,Советский,2026.0,2,9,кирпич,60.2,24.4,23.1,17505037
2,Советский,2026.0,1,9,кирпич,70.4,30.3,20.4,19911440
1,Советский,2026.0,1,9,кирпич,51.0,12.3,24.4,14743136
2,Советский,2026.0,2,9,кирпич,61.0,25.3,22.5,17729024
1,Советский,2026.0,1,9,кирпич,53.7,15.9,14.9,15489243
2,Советский,2026.0,3,9,кирпич,59.2,25.6,15.9,17387024
2,Советский,2026.0,2,9,кирпич,59.2,25.6,15.9,17225053
2,Советский,2026.0,2,9,кирпич,55.1,24.0,15.0,16177621
4,Советский,2026.0,2,9,кирпич,109.7,53.2,34.1,30463827
4,Советский,2026.0,7,9,кирпич,109.7,53.2,34.1,31964523
2,Советский,2026.0,1,9,кирпич,62.2,27.6,22.6,17724646
3,Советский,2026.0,2,9,кирпич,94.8,40.7,30.7,26673738
2,Советский,2026.0,5,9,кирпич,62.0,25.3,22.5,18517904
2,Советский,2026.0,3,9,кирпич,55.1,24.0,15.0,16328374
2,Советский,2026.0,1,9,кирпич,50.0,25.7,11.5,14466800
2,Советский,2026.0,2,9,кирпич,66.0,25.4,22.7,19008560
2,Советский,2026.0,1,9,кирпич,54.7,23.7,15.6,15765579
2,Сормовский,1980.0,9,9,панель,50.0,28.4,7.3,5500000
0,Сормовский,2021.0,5,10,панель,17.4,11.0,1.0,3590000
3,Автозаводский,1979.0,1,9,панель,61.8,43.4,6.8,6500000
2,Канавинский,1970.0,4,5,кирпич,40.7,26.9,5.8,6300000
1,Автозаводский,1973.0,3,5,кирпич,30.7,16.9,6.5,3490000
2,Канавинский,2006.0,2,10,блок+утеплитель,61.9,31.6,11.5,8450000
2,Сормовский,1968.0,5,5,кирпич,39.3,25.0,6.0,4200000
3,Сормовский,2012.0,1,10,кирпич,77.0,47.1,10.0,9700000
1,Канавинский,1975.0,9,9,кирпич,29.7,18.0,5.4,3200000
1,Автозаводский,2026.0,1,8,блок+утеплитель,29.2,11.1,5.0,4905600
2,Канавинский,2024.0,1,9,блок+утеплитель,54.27,29.16,11.02,5969700
1,Автозаводский,2026.0,1,8,монолитный железобетон,41.0,14.6,12.8,6478000
0,Автозаводский,2026.0,1,8,монолитный железобетон,27.5,12.6,1.0,4675000
3,Канавинский,2025.0,9,9,блок+утеплитель,75.06,47.51,10.67,8025600
2,Канавинский,2024.0,5,9,панель,53.66,26.16,10.65,5634300
3,Канавинский,1997.0,2,14,монолитный железобетон,81.0,52.0,12.0,7990000
1,Автозаводский,1988.0,9,10,панель,32.8,17.1,8.0,4800000
3,Канавинский,1959.0,1,3,кирпич,53.7,38.3,6.0,5150000
2,Ленинский,2024.0,13,14,панель,50.1,26.51,11.83,9599000
2,Советский,1973.0,5,5,панель,41.8,25.5,6.0,5990000
1,Нижегородский,1983.0,9,9,панель,34.9,17.4,8.5,6000000
1,Советский,2024.0,3,25,блок+утеплитель,39.3,16.3,10.9,7500000
3,Советский,2020.0,2,10,блок+утеплитель,83.3,39.0,22.5,13890000
2,Советский,1967.0,2,5,панель,44.4,32.7,5.4,6150000
3,Советский,1974.0,7,9,кирпич,55.9,37.9,6.3,7900000
2,Ленинский,1959.0,2,2,шлакоблок,39.6,28.1,4.9,4000000
3,Московский,1966.0,9,9,панель,59.1,43.0,7.6,6390000
2,Сормовский,2023.0,7,18,блок+утеплитель,49.4,25.9,10.1,9050000
1,Сормовский,1971.0,4,9,кирпич,33.0,19.7,6.2,4200000
1,Автозаводский,2009.0,15,17,блок+утеплитель,42.5,21.2,9.8,6899000
3,Нижегородский,2003.0,3,6,кирпич,154.4,84.6,25.9,49000000
2,Нижегородский,2024.0,3,6,блок+утеплитель,76.0,38.0,13.0,22000000
3,Советский,2007.0,8,18,блок+утеплитель,82.0,55.0,20.0,19500000
1,Московский,1981.0,2,9,кирпич,37.1,17.7,9.3,4400000
3,Нижегородский,2022.0,8,11,кирпич,86.0,54.4,13.5,29950000
2,Ленинский,2018.0,2,25,блок+утеплитель,57.2,27.7,9.8,10399999
2,Канавинский,2022.0,12,19,блок+утеплитель,60.4,24.1,20.3,14500000
3,Автозаводский,1975.0,1,9,кирпич,56.9,37.9,7.1,7150000
1,Советский,2012.0,3,10,кирпич,47.9,19.3,10.3,12990000
2,Приокский,2012.0,10,10,блок+утеплитель,59.6,31.6,13.8,10300000
3,Московский,1974.0,5,9,панель,61.6,44.3,7.1,7950000
1,Московский,1969.0,3,5,кирпич,30.0,18.0,6.0,4430000
1,Приокский,1974.0,6,9,кирпич,20.9,11.7,5.0,3100000
1,Сормовский,2007.0,4,10,кирпич,43.5,17.9,10.7,5900000
1,Канавинский,1989.0,3,6,кирпич,29.0,14.0,8.5,4200000
2,Ленинский,1982.0,6,9,панель,51.4,27.0,7.5,6200000
1,Московский,2014.0,4,10,панель,31.8,16.3,8.3,5500000
2,Автозаводский,1968.0,5,5,панель,46.5,33.4,5.5,4600000
1,Канавинский,1975.0,1,9,кирпич,22.0,12.0,5.0,2890000
2,Ленинский,1961.0,5,5,кирпич,43.4,29.6,5.4,5500000
3,Автозаводский,1981.0,7,9,панель,63.1,38.3,9.2,6900000
1,Ленинский,1993.0,1,9,кирпич,25.1,12.2,7.2,3700000
1,Сормовский,1983.0,4,9,кирпич,34.2,16.7,10.5,4199999
1,Приокский,2011.0,6,19,блок+утеплитель,41.5,22.8,11.4,7600000
3,Советский,1976.0,1,9,панель,60.0,43.7,7.1,8000000
4,Советский,1991.0,9,10,кирпич,79.0,58.0,9.0,14000000
1,Канавинский,2015.0,1,10,блок+утеплитель,30.3,12.0,9.5,5200000
3,Сормовский,2016.0,6,10,кирпич,76.0,43.5,13.4,11190000
2,Московский,1961.0,5,5,панель,45.0,30.0,6.0,5990000
3,Новинский,2022.0,7,8,блок+утеплитель,73.1,35.59,20.16,8300000
3,Ленинский,1966.0,1,5,панель,58.0,43.5,6.0,6100000
2,Ленинский,1960.0,4,5,кирпич,42.6,29.4,6.1,6700000
2,Советский,2024.0,4,15,блок+утеплитель,52.6,24.1,17.4,9490000
4,Канавинский,1935.0,4,4,кирпич,60.9,44.2,6.4,5990000
1,Канавинский,1960.0,1,2,шлакоблок,32.2,21.1,5.9,2800000
2,Сормовский,1981.0,3,9,панель,45.8,27.4,7.1,4450000
2,Нижегородский,2014.0,11,22,блок+утеплитель,65.5,29.3,12.7,26500000
1,Канавинский,1982.0,3,9,панель,36.0,18.0,9.6,6450000
3,Приокский,2018.0,4,10,кирпич,86.0,48.1,16.0,13990000
2,Автозаводский,1967.0,5,5,панель,43.4,28.5,5.6,2500000
2,Ленинский,1964.0,1,4,кирпич,44.0,29.0,5.9,4500000
2,Нижегородский,1995.0,3,6,кирпич,48.5,27.3,7.5,6900000
4,Сормовский,1973.0,2,9,панель,79.0,56.0,9.1,8250000
3,Автозаводский,1967.0,5,5,кирпич,41.9,30.3,5.7,5100000
2,Канавинский,1964.0,1,5,кирпич,43.0,28.0,6.0,4800000
2,Приокский,1963.0,5,5,кирпич,44.3,27.5,6.0,5600000
2,Сормовский,1974.0,4,5,панель,41.0,26.0,6.0,4600000
3,Автозаводский,1947.0,2,2,шлакоблок,52.5,37.0,9.0,4650000
2,Автозаводский,1972.0,3,9,кирпич,45.0,30.0,6.0,5250000
3,Автозаводский,1977.0,9,9,панель,50.0,34.0,6.0,5700000
2,Автозаводский,1982.0,1,9,кирпич,48.0,30.0,9.0,5490000
2,Нижегородский,2024.0,6,8,кирпич,63.4,28.4,18.7,17450000
2,Советский,2018.0,17,18,блок+утеплитель,63.5,25.0,22.5,10300000
2,Советский,1938.0,1,4,кирпич,59.8,37.3,13.1,7290000
3,Автозаводский,1965.0,1,5,кирпич,55.8,46.8,5.0,6300000
3,Автозаводский,1988.0,8,9,панель,63.0,39.0,9.2,8500000
2,Нижегородский,1993.0,1,10,панель,58.0,31.0,8.0,9400000
1,Нижегородский,1983.0,2,9,панель,33.7,17.4,8.3,5350000
1,Советский,2024.0,3,25,блок+утеплитель,33.4,12.5,10.6,6650000
1,Канавинский,1958.0,3,3,кирпич,32.0,21.5,5.0,3200000
2,Московский,1969.0,5,5,кирпич,39.8,25.2,6.1,5300000
