livrooms_count,district,year,level,house_levels,const_tech,area,liv_area,kitchen_area,price,log_price
2,Нижегородский,2026.0,12,17,блок+утеплитель,79.0,32.16,26.96,27262400,17.12101902144311
1,Нижегородский,2026.0,11,17,блок+утеплитель,50.67,16.11,18.77,17045987,16.651425367421826
1,Нижегородский,2026.0,10,17,блок+утеплитель,55.24,15.29,22.31,18424414,16.7291871909206
1,Нижегородский,2026.0,7,17,блок+утеплитель,55.24,15.29,22.31,17623815,16.684761670359745
2,Нижегородский,2026.0,13,17,блок+утеплитель,79.0,32.16,26.96,27437547,17.12742296178225
2,Нижегородский,2026.0,8,17,блок+утеплитель,79.0,32.16,26.96,25860074,17.06821079286615
2,Нижегородский,2026.0,10,17,блок+утеплитель,79.0,32.16,26.96,26563320,17.095041874760657
2,Нижегородский,2026.0,11,17,блок+утеплитель,79.0,32.16,26.96,26790817,17.103569737509684
2,Нижегородский,2026.0,12,17,блок+утеплитель,79.0,32.16,26.96,27262400,17.12101902144311
3,Нижегородский,2026.0,8,17,блок+утеплитель,109.59,50.78,26.67,32050873,17.282834979649536
2,Нижегородский,2026.0,5,17,блок+утеплитель,79.0,32.16,26.96,23919454,16.99020266069923
2,Нижегородский,2026.0,6,17,блок+утеплитель,79.0,32.16,26.96,25204153,17.042519340490664
1,Нижегородский,2026.0,5,17,блок+утеплитель,50.67,16.11,18.77,15208369,16.537356426401548
2,Нижегородский,2026.0,5,17,блок+утеплитель,78.33,31.19,26.06,23716593,16.981685487713357
2,Нижегородский,2026.0,3,17,блок+утеплитель,78.33,31.19,26.06,22251755,16.917931439870436
1,Нижегородский,2026.0,3,17,блок+утеплитель,50.67,16.11,18.77,14655983,16.500359205960876
1,Нижегородский,2026.0,4,17,блок+утеплитель,50.67,16.11,18.77,15090044,16.529545746578084
2,Нижегородский,2026.0,4,17,блок+утеплитель,78.33,31.19,26.06,23533889,16.973952025414622
2,Нижегородский,2026.0,3,17,блок+утеплитель,79.0,32.16,26.96,22442087,16.92644863785927
1,Нижегородский,2026.0,6,17,блок+утеплитель,55.24,15.29,22.31,17476891,16.676390051960727
1,Нижегородский,2026.0,5,17,блок+утеплитель,55.24,15.29,22.31,16580084,16.623712774003582
2,Нижегородский,2026.0,4,17,блок+утеплитель,79.0,32.16,26.96,23735259,16.982472222063063
3,Советский,1972.0,5,6,кирпич,61.5,47.6,6.0,7100000,15.775605342011543
3,Ленинский,1976.0,8,9,панель,58.0,38.0,8.8,5999999,15.607269860525648
3,Автозаводский,2019.0,3,9,блок+утеплитель,75.3,46.7,11.6,13700000,16.432906390798355
1,Сормовский,2012.0,17,17,блок+утеплитель,43.0,17.5,10.3,9499000,16.06669708787232
2,Приокский,1971.0,1,5,кирпич,45.1,30.0,6.0,5400000,15.501909511534503
1,Нижегородский,1991.0,1,14,кирпич,36.3,18.5,7.1,7850000,15.876024089758591
2,Сормовский,2020.0,1,10,кирпич,55.0,31.0,9.0,8300000,15.931766072766827
2,Приокский,1993.0,1,9,панель,51.6,31.0,8.0,7950000,15.888682486630515
1,Сормовский,2020.0,1,10,кирпич,55.0,11.0,29.0,8300000,15.931766072766827
2,Московский,1951.0,2,2,шлакоблок,37.0,27.7,9.3,3700000,15.123843377614453
3,Нижегородский,1985.0,8,9,панель,63.0,38.0,9.5,8500000,15.955576721460545
0,Автозаводский,2014.0,15,17,блок+утеплитель,23.0,15.5,1.0,4700000,15.363073066680286
2,Автозаводский,1984.0,4,5,панель,52.0,28.0,9.0,4350000,15.285686403064867
3,Нижегородский,2003.0,2,9,кирпич,82.0,45.0,12.5,13200000,16.3957273875566
1,Приокский,2014.0,7,17,блок+утеплитель,41.8,19.5,9.6,7000000,15.761420707019587
2,Приокский,1967.0,2,5,кирпич,43.0,27.0,6.0,5500000,15.520258650202699
2,Приокский,2009.0,11,17,блок+утеплитель,67.2,36.0,16.1,11700000,16.275099399767985
0,Советский,2019.0,8,14,блок+утеплитель,20.3,11.0,1.0,6200000,15.64005985001532
3,Ленинский,1970.0,3,5,панель,61.1,45.8,5.7,7200000,15.789591583986283
1,Московский,1965.0,5,6,кирпич,30.7,18.6,6.0,4000000,15.201804919084164
2,Автозаводский,1968.0,3,5,кирпич,45.1,29.7,5.8,4500000,15.319587954740548
1,Автозаводский,1961.0,5,5,кирпич,32.1,17.2,5.2,5100000,15.444751097694555
2,Новинский,2020.0,2,5,блок+утеплитель,51.0,35.8,14.2,7990000,15.893701317742458
3,Нижегородский,2007.0,2,10,кирпич,81.4,48.3,14.2,14200000,16.46875252257149
1,Московский,1975.0,7,9,кирпич,28.5,17.0,5.8,3400000,15.03928598958639
1,Приокский,1967.0,2,5,кирпич,30.4,17.5,6.0,4450000,15.308414654142423
3,Нижегородский,1982.0,2,9,кирпич,63.4,39.7,7.0,11500000,16.25785759333348
1,Канавинский,1986.0,8,9,кирпич,28.6,13.6,8.2,3650000,15.110237725558674
1,Ленинский,1992.4320625610949,5,5,кирпич,26.2,13.5,7.0,3900000,15.176487111099874
2,Автозаводский,1960.0,3,3,шлакоблок,36.9,27.1,5.0,3900000,15.176487111099874
0,Автозаводский,2018.0,6,10,панель,20.4,12.5,1.0,3800000,15.150511624696614
3,Приокский,2015.0,13,17,блок+утеплитель,80.4,48.4,11.4,13500000,16.41820024340866
1,Советский,2007.0,9,9,кирпич,64.0,20.0,24.0,14000000,16.454567887579532
2,Советский,1991.0,6,12,кирпич,52.0,28.4,7.5,7300000,15.80338490611862
4,Автозаводский,1974.0,6,9,панель,80.0,57.0,9.0,11200000,16.231424336265324
1,Сормовский,2015.0,6,14,блок+утеплитель,42.8,20.9,9.3,6400000,15.671808548329901
3,Советский,2018.0,15,25,блок+утеплитель,85.9,38.9,26.8,19500000,16.785925023533974
0,Автозаводский,2021.0,6,10,кирпич,18.4,10.0,1.0,4200000,15.250595083253597
1,Канавинский,1972.0,3,5,кирпич,30.4,18.0,5.5,5000000,15.424948470398375
1,Приокский,2008.0,9,10,кирпич,43.7,17.0,12.0,8500000,15.955576721460545
1,Нижегородский,1996.0,4,10,панель,32.9,17.1,8.2,6650000,15.710127412632037
1,Канавинский,1986.0,1,9,панель,34.0,17.5,8.4,6800000,15.732433170146335
0,Советский,2019.0,9,10,блок+утеплитель,24.8,12.1,1.0,5000000,15.424948470398375
4,Автозаводский,1976.0,2,9,панель,58.7,42.8,6.0,6100000,15.623799329143539
2,Ленинский,1960.0,1,5,кирпич,41.0,27.7,5.7,6555000,15.695738675179937
3,Московский,1940.0,1,5,кирпич,80.8,53.2,7.5,7900000,15.88237331743725
3,Нижегородский,2012.0,14,17,панель,82.0,46.0,11.0,14500000,16.489659207390805
2,Автозаводский,1960.0,2,3,шлакоблок,39.5,28.3,4.6,3900000,15.176487111099874
2,Сормовский,2023.0,12,25,блок+утеплитель,57.8,27.6,12.3,10500000,16.166885815127753
2,Советский,1967.0,2,5,кирпич,45.0,30.5,6.0,5890000,15.58876655562777
3,Нижегородский,1982.0,5,9,панель,64.0,38.2,9.3,7600000,15.84365880525656
3,Ленинский,1963.0,5,5,кирпич,56.3,41.3,5.8,5200000,15.464169183551656
3,Канавинский,1984.0,6,9,панель,66.3,38.0,9.3,9350000,16.05088690126487
3,Ленинский,1987.0,4,9,панель,64.0,38.4,9.1,9600000,16.077273656438063
1,Нижегородский,1960.0,1,3,кирпич,30.1,17.6,6.0,5780000,15.56991424064856
3,Канавинский,1973.0,5,9,кирпич,58.2,39.6,6.9,5800000,15.573368475516649
1,Ленинский,1985.9722735674677,5,5,панель,30.2,19.0,5.5,3840000,15.160982924563909
1,Ленинский,1962.0,3,5,кирпич,31.4,18.0,5.9,3650000,15.110237725558674
3,Канавинский,1990.0,9,10,панель,76.2,45.4,10.7,9650000,16.082468473315167
1,Канавинский,2005.0,1,9,панель,43.5,18.0,9.0,5800000,15.573368475516649
2,Автозаводский,1949.0,1,2,шлакоблок,43.9,25.8,9.6,3590000,15.093662760464461
1,Московский,1965.0,4,5,кирпич,30.4,18.5,5.1,3750000,15.137266397946593
2,Новинский,2020.0,3,5,блок+утеплитель,49.6,27.1,8.8,6000000,15.60727002719233
1,Канавинский,2015.0,21,23,блок+утеплитель,35.9,15.7,9.1,9100000,16.02378497148708
1,Нижегородский,1986.0,2,9,панель,34.8,18.0,9.2,5480000,15.516615658924199
1,Советский,1965.0,2,5,кирпич,30.4,16.2,6.4,4700000,15.363073066680286
1,Нижегородский,1965.0,2,5,кирпич,31.0,18.0,6.0,8900000,16.00156183470237
2,Московский,1959.0,5,5,кирпич,43.7,27.6,5.8,5100000,15.444751097694555
2,Автозаводский,1971.0,2,5,панель,51.1,34.5,6.0,6000000,15.60727002719233
2,Советский,1960.0,3,3,кирпич,40.8,28.2,5.5,5700000,15.555976732804778
3,Советский,1964.0,1,5,кирпич,41.9,28.6,5.7,5090000,15.442788388526706
2,Нижегородский,2024.0,13,25,блок+утеплитель,52.5,24.0,10.8,10300000,16.147654453199863
2,Ленинский,1974.0,5,6,кирпич,59.5,35.7,7.7,6600000,15.702580206996654
2,Московский,1961.0,5,5,кирпич,41.9,30.0,5.6,4600000,15.341566861459324
0,Автозаводский,2019.0,10,10,кирпич,18.3,11.2,1.0,3750000,15.137266397946593
2,Ленинский,1957.0,1,2,шлакоблок,38.4,28.3,5.0,3400000,15.03928598958639
2,Автозаводский,1965.0,4,5,панель,43.0,28.5,5.6,4300000,15.27412558066379
2,Ленинский,2019.0,12,18,блок+утеплитель,51.7,30.0,9.2,11000000,16.213405830762646
2,Автозаводский,1968.0,1,5,панель,43.2,27.8,5.5,4000000,15.201804919084164
2,Автозаводский,2025.0,10,17,панель,52.8,24.4,14.3,7650000,15.850216205802719
1,Автозаводский,1962.0,1,2,кирпич,32.8,21.0,6.1,3800000,15.150511624696614
1,Советский,2024.0,7,10,блок+утеплитель,23.8,15.4,4.0,5050000,15.434898801251542
2,Автозаводский,1956.4528301886792,3,3,шлакоблок,38.1,27.0,4.7,3900000,15.176487111099874
1,Приокский,2024.0,10,10,кирпич,43.1,18.5,11.9,6300000,15.65606019136176
1,Автозаводский,1982.0,5,9,кирпич,30.0,18.0,6.0,3850000,15.163583706263967
2,Канавинский,1967.0,3,5,кирпич,45.6,27.0,6.5,5150000,15.454507272639919
3,Московский,1960.0,4,4,кирпич,56.4,38.8,5.6,5300000,15.483217378522351
3,Сормовский,1965.0,2,9,панель,64.2,45.0,8.0,7700000,15.856730886823913
1,Советский,2022.0,13,18,блок+утеплитель,33.1,10.8,12.5,6590000,15.70106390647869
3,Московский,1968.0,6,6,кирпич,58.8,41.3,5.8,6150000,15.631962639782701
3,Нижегородский,1996.0,4,10,панель,65.8,40.0,9.6,10700000,16.185754299432134
1,Советский,1964.0,4,5,кирпич,29.1,16.6,6.0,4600000,15.341566861459324
1,Канавинский,1959.0,3,3,кирпич,33.9,22.3,5.8,3150000,14.962913010801817
4,Московский,1938.0,3,5,кирпич,106.1,73.0,15.0,14000000,16.454567887579532
2,Приокский,1954.0,3,4,кирпич,59.4,31.9,10.8,8000000,15.89495209964411
2,Ленинский,2026.0,4,14,блок+утеплитель,55.25,26.93,11.49,9084800,16.02211324526079
1,Ленинский,2026.0,6,14,блок+утеплитель,41.32,17.08,11.03,6912505,15.748842648139771
3,Ленинский,2026.0,4,14,блок+утеплитель,73.99,41.45,14.32,12576600,16.347348502436706
2,Ленинский,2026.0,5,14,блок+утеплитель,56.7,30.37,11.39,9640700,16.081504278058336
1,Ленинский,2026.0,7,14,блок+утеплитель,36.31,14.73,10.26,6083000,15.621008553302842
2,Приокский,1954.0,3,4,кирпич,58.8,31.9,10.8,8000000,15.89495209964411
3,Ленинский,1963.0,1,4,кирпич,42.7,31.6,5.6,5200000,15.464169183551656
2,Нижегородский,2023.0,6,12,блок+утеплитель,64.0,22.3,21.2,15000000,16.523560759066484
2,Советский,1979.0,6,9,панель,43.5,27.6,7.1,6590000,15.70106390647869
2,Канавинский,1980.0,5,5,кирпич,39.0,25.6,6.0,4800000,15.38412647587812
2,Ленинский,1963.0,4,5,кирпич,43.0,28.5,6.0,5500000,15.520258650202699
1,Сормовский,1965.0,1,5,панель,29.9,18.7,5.4,3350000,15.02447090380125
2,Московский,1962.0,5,5,кирпич,41.0,28.0,5.5,4500000,15.319587954740548
2,Новинский,2023.0,2,10,блок+утеплитель,51.0,26.0,15.0,5750000,15.564710412773533
3,Приокский,2015.0,7,17,кирпич,71.7,37.5,15.7,16500000,16.61887093887081
2,Советский,1995.0,10,10,панель,57.9,32.9,8.0,9000000,16.012735135300492
1,Автозаводский,1996.0,1,10,кирпич,34.5,18.2,8.2,4200000,15.250595083253597
3,Автозаводский,1974.0,4,9,панель,55.9,39.9,7.0,7850000,15.876024089758591
2,Автозаводский,1984.0,5,9,панель,42.5,27.1,6.8,5650000,15.547166103122624
2,Сормовский,1951.0,2,2,кирпич,45.6,31.7,7.7,3300000,15.009433026436708
2,Автозаводский,1989.0,2,10,монолитный железобетон,54.1,29.73,8.6,7500000,15.830413578506539
3,Автозаводский,1975.0,1,5,панель,61.9,46.3,5.8,7000000,15.761420707019587
1,Канавинский,1971.0,5,5,кирпич,32.0,17.0,7.0,3800000,15.150511624696614
5,Автозаводский,1990.0,12,12,кирпич,115.5,80.0,10.0,16250000,16.603603466740022
3,Автозаводский,1979.0,2,9,панель,55.7,40.0,7.0,6200000,15.64005985001532
2,Московский,1967.0,5,6,кирпич,39.9,26.0,6.0,4200000,15.250595083253597
2,Советский,1960.0,5,5,кирпич,42.1,29.2,5.9,6000000,15.60727002719233
2,Автозаводский,1986.0,6,10,панель,52.1,30.5,8.3,6600000,15.702580206996654
1,Советский,1986.0,2,9,кирпич,33.0,15.2,7.7,6700000,15.717618084361195
2,Сормовский,1965.0,4,5,панель,44.9,30.5,5.5,5000000,15.424948470398375
0,Автозаводский,1992.4320625610949,4,5,кирпич,12.7,8.2,1.0,1500000,14.22097566607244
2,Сормовский,1970.0,8,9,панель,45.7,27.4,7.1,4800000,15.38412647587812
3,Ленинский,1969.0,1,5,кирпич,51.0,36.1,6.0,6200000,15.64005985001532
1,Нижегородский,2016.0,7,18,блок+утеплитель,63.0,26.5,16.6,15900000,16.58182966719046
2,Канавинский,1972.0,5,5,кирпич,44.7,30.3,5.9,6300000,15.65606019136176
3,Канавинский,2017.0,19,27,панель,78.3,47.7,19.3,10500000,16.166885815127753
2,Нижегородский,2021.0,6,8,кирпич,91.7,35.0,20.0,26400000,17.088874568116545
1,Автозаводский,1979.0,4,9,кирпич,29.4,18.1,5.2,3950000,15.189226136877304
3,Советский,1977.0,7,9,кирпич,58.0,40.0,7.0,7650000,15.850216205802719
1,Московский,1991.0,3,9,кирпич,35.4,20.4,7.7,3990000,15.199301788866046
0,Автозаводский,2021.0,5,10,панель,25.91,13.39,1.0,3900000,15.176487111099874
2,Нижегородский,1965.0,2,5,панель,44.2,30.4,5.5,7400000,15.816990558174398
1,Автозаводский,1988.0,9,9,кирпич,37.3,18.2,9.8,4400000,15.29711509888849
3,Автозаводский,1982.0,1,9,панель,62.1,45.1,7.1,6400000,15.671808548329901
1,Приокский,2013.0,3,17,блок+утеплитель,41.6,19.0,9.3,6800000,15.732433170146335
1,Нижегородский,2002.0,9,9,панель,37.4,18.0,8.6,6400000,15.671808548329901
2,Новинский,2015.0,2,3,блок+утеплитель,49.0,30.0,8.4,5180000,15.460315614235666
2,Автозаводский,1968.0,1,5,панель,45.0,33.5,5.5,4100000,15.226497531674536
1,Автозаводский,1959.0,3,5,кирпич,30.6,16.0,5.7,4298000,15.273660356184593
2,Автозаводский,1988.0,3,9,кирпич,39.1,22.7,5.7,5300000,15.483217378522351
3,Советский,2025.0,7,13,кирпич,82.1,38.1,22.2,24102925,16.997843760390833
1,Московский,1967.0,4,5,кирпич,30.3,17.7,5.8,4200000,15.250595083253597
2,Приокский,1978.0,1,5,кирпич,45.6,30.0,7.0,5650000,15.547166103122624
4,Канавинский,1979.0,6,9,панель,79.3,55.8,9.0,12700000,16.35711255142882
2,Московский,2026.0,7,17,монолитный железобетон,58.34,26.79,1.0,10740000,16.189485647044993
3,Московский,2026.0,7,17,монолитный железобетон,77.42,40.07,1.0,13520000,16.41968062857909
2,Канавинский,2005.0,15,18,кирпич,75.7,44.0,9.7,15500000,16.556350581889475
1,Московский,1958.0,1,5,кирпич,30.8,17.0,5.3,4200000,15.250595083253597
2,Канавинский,1965.0,2,5,кирпич,44.0,26.0,6.0,4799000,15.383918120840383
1,Московский,1968.0,5,5,панель,30.9,19.4,5.7,3399000,15.038991828678252
2,Советский,1958.0,1,2,кирпич,31.2,20.1,4.7,3500000,15.068273526459642
1,Московский,2014.0,8,10,панель,29.6,16.3,5.0,5590000,15.536489845131282
2,Нижегородский,1961.0,4,5,кирпич,55.4,34.0,9.1,10000000,16.11809565095832
0,Ленинский,2024.0,14,22,панель,32.0,19.6,1.0,6400000,15.671808548329901
2,Московский,1966.0,5,5,панель,45.0,30.6,5.5,4060000,15.216693531577915
3,Канавинский,1978.0,8,9,панель,58.0,39.6,7.1,6550000,15.694975607611434
1,Приокский,2020.0,18,19,блок+утеплитель,36.6,16.8,8.3,6900000,15.747031969567487
2,Советский,2015.0,6,14,блок+утеплитель,64.6,37.2,10.2,16300000,16.60667566577699
1,Советский,1975.0,8,9,кирпич,31.2,18.0,7.0,7580000,15.841023757618554
2,Сормовский,1979.0,1,9,панель,43.9,27.3,7.1,5350000,15.49260711887219
3,Сормовский,1969.0,6,9,панель,60.6,44.6,7.0,7350000,15.81021087118902
2,Автозаводский,1975.0,6,9,панель,38.1,22.7,6.0,5400000,15.501909511534503
2,Приокский,1953.0,3,4,кирпич,48.0,33.9,6.1,7500000,15.830413578506539
3,Нижегородский,2021.0,2,21,кирпич,99.3,50.1,13.0,19500000,16.785925023533974
1,Канавинский,2009.0,13,16,блок+утеплитель,44.8,20.5,12.3,7900000,15.88237331743725
2,Ленинский,1970.0,4,5,панель,42.4,27.8,5.4,5200000,15.464169183551656
3,Советский,1979.0,4,9,панель,70.0,47.0,9.0,9000000,16.012735135300492
2,Нижегородский,1976.0,6,9,панель,48.2,27.5,6.7,7900000,15.88237331743725
3,Нижегородский,1981.0,1,9,панель,67.8,46.0,8.5,7100000,15.775605342011543
2,Московский,1992.4320625610949,2,5,кирпич,58.6,37.4,10.0,7100000,15.775605342011543
2,Московский,1954.0,5,5,кирпич,51.4,30.9,7.5,7200000,15.789591583986283
2,Нижегородский,2015.0,17,17,блок+утеплитель,65.6,33.9,12.2,11990000,16.299583527003698
3,Советский,2013.0,8,19,блок+утеплитель,92.9,50.6,13.2,22200000,16.915602846842507
1,Канавинский,1986.0,8,9,кирпич,28.6,13.6,8.2,3650000,15.110237725558674
3,Советский,2022.0,2,10,блок+утеплитель,98.9,48.5,11.5,13100000,16.38812278817138
1,Советский,2024.0,6,16,блок+утеплитель,36.8,14.2,14.1,8200000,15.919644712234481
2,Канавинский,1959.0,4,5,кирпич,60.1,32.1,7.7,8700000,15.978833583624812
3,Приокский,2014.0,15,19,блок+утеплитель,65.0,36.7,10.3,11800000,16.283610089435893
1,Автозаводский,1976.0,7,9,панель,32.4,17.3,6.0,4500000,15.319587954740548
2,Автозаводский,1992.4320625610949,1,9,кирпич,30.0,19.6,4.4,4400000,15.29711509888849
2,Автозаводский,1983.0,9,14,кирпич,54.9,30.0,8.0,8100000,15.907374619642667
2,Канавинский,2025.0,4,9,монолитный железобетон,67.81,36.51,14.17,7758413,15.864288360935038
0,Московский,1982.0,4,9,кирпич,19.0,14.0,1.0,2320000,14.657077743642493
3,Московский,1975.0,5,9,панель,59.6,42.4,7.0,7430000,15.821036416693943
1,Ленинский,2017.0,8,24,блок+утеплитель,45.9,27.5,17.0,8400000,15.943742263813542
2,Сормовский,1977.0,5,9,панель,37.6,22.3,5.8,4550000,15.330637790927133
1,Автозаводский,1959.0,4,5,кирпич,31.7,16.7,5.3,4900000,15.404745763080856
1,Нижегородский,1974.0,9,9,панель,33.7,17.0,10.2,6400000,15.671808548329901
2,Московский,1988.0,6,9,панель,44.1,27.0,7.0,7500000,15.830413578506539
3,Сормовский,1974.0,4,9,кирпич,58.3,39.7,7.2,4900000,15.404745763080856
2,Ленинский,1957.0,4,5,кирпич,58.0,32.4,8.2,7000000,15.761420707019587
3,Сормовский,1975.0,5,9,панель,57.4,40.0,7.0,5750000,15.564710412773533
2,Автозаводский,1962.0,1,3,кирпич,35.0,24.2,5.0,3500000,15.068273526459642
2,Советский,2022.0,5,18,блок+утеплитель,68.7,34.2,12.2,10250000,16.14278826354869
2,Нижегородский,1992.4320625610949,1,5,кирпич,39.0,24.1,5.0,3790000,15.147876577058609
3,Канавинский,1979.0,2,9,панель,73.0,41.0,8.8,8900000,16.00156183470237
2,Автозаводский,1968.0,4,5,кирпич,46.0,31.2,6.2,5300000,15.483217378522351
2,Канавинский,1969.0,3,9,панель,45.5,27.5,7.0,5950000,15.598901777521812
3,Автозаводский,1969.0,5,5,панель,58.2,45.5,6.0,6900000,15.747031969567487
3,Нижегородский,2004.0,3,7,кирпич,102.1,53.7,14.9,24000000,16.99356438831222
3,Автозаводский,1976.0,4,5,кирпич,62.1,45.7,6.0,5800000,15.573368475516649
2,Автозаводский,1930.0,3,4,кирпич,42.8,30.0,4.5,6000000,15.60727002719233
2,Автозаводский,1974.0,8,9,панель,42.4,25.7,5.9,5790000,15.571642849549178
2,Ленинский,1950.0,2,2,кирпич,37.7,22.6,7.7,4100000,15.226497531674536
2,Советский,2022.0,2,10,блок+утеплитель,98.9,48.5,11.5,13100000,16.38812278817138
2,Автозаводский,1976.0,1,5,панель,43.4,28.4,5.8,4400000,15.29711509888849
3,Автозаводский,2024.0,19,25,блок+утеплитель,76.5,34.92,16.3,12900000,16.3727378693319
2,Автозаводский,1986.0,8,9,кирпич,45.0,27.2,7.0,6000000,15.60727002719233
3,Канавинский,1962.0,1,3,кирпич,40.0,27.0,5.0,3800000,15.150511624696614
0,Автозаводский,1972.0,5,5,кирпич,23.0,16.7,1.0,2700000,14.808762330974558
3,Московский,1974.0,3,5,кирпич,50.7,35.4,6.0,5980000,15.603931125926815
3,Нижегородский,2003.0,7,10,кирпич,79.0,41.0,11.0,11750000,16.279363798554442
1,Автозаводский,2020.0,8,10,панель,43.4,13.2,18.2,6500000,15.687312734865866
3,Советский,1976.0,4,9,панель,60.5,44.3,7.0,6800000,15.732433170146335
1,Автозаводский,2022.28591954023,14,22,блок+утеплитель,42.4,16.2,11.6,7200000,15.789591583986283
3,Приокский,1985.0,8,9,панель,58.6,45.0,7.0,6800000,15.732433170146335
2,Ленинский,1973.0,4,5,панель,44.8,29.1,5.8,5600000,15.538277155705378
3,Советский,2023.0,8,10,блок+утеплитель,60.7,35.4,12.7,11900000,16.292048958081757
4,Канавинский,1988.0,6,9,панель,87.0,56.0,10.4,13000000,16.38045991542581
1,Автозаводский,1958.0,1,2,шлакоблок,34.6,27.8,4.1,3200000,14.978661367769956
1,Советский,1995.0,4,10,кирпич,33.8,17.5,8.0,6799000,15.732286100508597
2,Сормовский,1968.0,4,9,панель,43.6,27.4,7.0,5500000,15.520258650202699
2,Московский,1978.0,8,9,кирпич,48.1,28.1,7.5,5500000,15.520258650202699
2,Сормовский,2000.0,5,6,кирпич,71.1,24.5,24.5,8750000,15.984564258333798
1,Канавинский,1992.4320625610949,2,2,кирпич,39.7,21.0,10.0,3450000,15.053884789007542
2,Приокский,2014.0,1,25,блок+утеплитель,58.6,30.2,12.7,10500000,16.166885815127753
3,Нижегородский,2014.0,14,25,блок+утеплитель,80.7,47.0,13.5,19400000,16.780783624033557
2,Новинский,2023.0,6,10,блок+утеплитель,49.1,35.8,9.0,6800000,15.732433170146335
1,Автозаводский,1982.0,5,9,кирпич,29.1,18.0,5.0,3950000,15.189226136877304
3,Автозаводский,1974.0,5,5,кирпич,59.5,41.3,5.9,4400000,15.29711509888849
2,Канавинский,1991.0,6,9,панель,55.0,31.3,9.0,9650000,16.082468473315167
1,Ленинский,1959.0,4,5,кирпич,30.4,18.0,6.0,4600000,15.341566861459324
1,Автозаводский,1988.0,4,10,панель,32.8,17.0,8.0,5200000,15.464169183551656
4,Автозаводский,1984.0,4,9,кирпич,78.0,51.0,8.1,11890000,16.291208268666963
1,Советский,2022.0,15,15,блок+утеплитель,40.43,14.5,17.9,9300000,16.045524958123483
2,Сормовский,1977.0,9,9,панель,38.7,23.0,6.0,4400000,15.29711509888849
2,Сормовский,1992.0,2,9,панель,51.0,31.0,9.0,6120000,15.62707265448851
2,Приокский,1977.0,9,9,панель,50.6,31.0,9.0,6600000,15.702580206996654
1,Автозаводский,1985.0,3,9,кирпич,28.3,13.0,7.0,3800000,15.150511624696614
2,Автозаводский,1974.0,6,9,панель,43.4,26.0,6.0,5600000,15.538277155705378
2,Нижегородский,1957.0,1,2,кирпич,45.5,31.5,3.0,3950000,15.189226136877304
3,Советский,1993.0,6,6,кирпич,69.0,39.6,8.0,8700000,15.978833583624812
3,Канавинский,1929.0,3,3,кирпич,52.6,41.0,7.3,5600000,15.538277155705378
1,Советский,1961.0,3,3,кирпич,26.0,16.1,4.0,3700000,15.123843377614453
2,Новинский,2022.28591954023,1,3,блок+утеплитель,52.2,32.0,11.3,4990000,15.422946467727702
2,Советский,1956.0,1,2,кирпич,44.6,27.3,6.0,6280000,15.652880538444382
3,Советский,1969.0,5,5,кирпич,53.0,36.0,6.0,6000000,15.60727002719233
0,Советский,2023.0,11,19,панель,23.6,15.8,1.0,8499000,15.955459067480763
1,Московский,2026.0,6,7,кирпич,42.94,13.03,1.0,8350000,15.937772096827038
2,Московский,2026.0,7,7,кирпич,62.04,29.57,1.0,12090000,16.307889222590976
1,Московский,2026.0,7,7,кирпич,42.94,13.03,1.0,8430000,15.947307329978038
2,Московский,2026.0,7,7,кирпич,64.08,28.77,1.0,11760000,16.280214500434756
0,Московский,2026.0,6,7,кирпич,21.48,12.68,1.0,5120000,15.44866499701569
2,Московский,2026.0,5,7,кирпич,64.08,28.77,1.0,11500000,16.25785759333348
2,Московский,2026.0,6,7,кирпич,64.08,28.77,1.0,11630000,16.269098524494847
2,Московский,2026.0,6,7,кирпич,62.04,29.57,1.0,11890000,16.291208268666963
3,Московский,2026.0,2,7,кирпич,80.56,39.49,1.0,14720000,16.504717671265006
1,Московский,2026.0,6,7,кирпич,42.33,13.04,1.0,8340000,15.93657377433493
2,Московский,2026.0,7,7,кирпич,66.27,33.35,1.0,12130000,16.31119228092023
1,Московский,2026.0,7,7,кирпич,37.01,11.18,1.0,7500000,15.830413578506539
1,Московский,2026.0,7,7,кирпич,35.96,10.89,1.0,7530000,15.834405599776076
2,Московский,2026.0,2,7,кирпич,64.08,28.77,1.0,10740000,16.189485647044993
2,Московский,2026.0,2,7,кирпич,62.04,29.57,1.0,11240000,16.234989402429818
2,Московский,2026.0,7,7,кирпич,68.59,34.04,1.0,12560000,16.346027719004326
0,Московский,2026.0,6,7,кирпич,21.25,12.66,1.0,5220000,15.468007959858822
2,Московский,2026.0,5,7,кирпич,68.59,34.04,1.0,12280000,16.32348248068327
2,Московский,2026.0,6,7,кирпич,68.59,34.04,1.0,12420000,16.334818634469606
2,Московский,2026.0,6,7,кирпич,66.27,33.35,1.0,12000000,16.300417207752275
0,Московский,2026.0,7,7,кирпич,21.81,12.85,1.0,5350000,15.49260711887219
2,Московский,2026.0,2,7,кирпич,68.59,34.04,1.0,11470000,16.255245489105555
0,Московский,2026.0,5,7,кирпич,21.25,12.66,1.0,5120000,15.44866499701569
2,Московский,2026.0,3,7,кирпич,68.59,34.04,1.0,12000000,16.300417207752275
2,Московский,2026.0,3,7,кирпич,66.27,33.35,1.0,11600000,16.266515656076592
1,Московский,2026.0,5,7,кирпич,37.01,11.18,1.0,7470000,15.826405557109
