Дата,Кол-во комнат,Адрес,Год постройки,Этаж,Площадь (кв.м),Цена,Unnamed: 7
14.04,1-комнатная квартира,"Канавинский район 6-й микрорайон Мещерское озероул. Карла Маркса, д. 30 Информация о доме",1989.0,"6 / 6 эт., панель","40 / 25 / 5,8",7 400 000 руб.185 000 руб./м²от 87 863 руб./мес.,
14.04,1-комнатная квартира,"Ленинский район микрорайон Молитовкаул. Адмирала Макарова, д. 5 Информация о доме",1980.0,"2 / 9 эт., панель","33 / 17 / 10,5",5 500 000 руб.166 667 руб./м²от 65 304 руб./мес.,
14.04,2-комнатная квартира,"Канавинский район ЖК Новый Городул. Вязниковская, д. 41 Информация о доме",2024.0,"7 / 10 эт., панель",59 / 36 / 11,7 596 000 руб.128 746 руб./м²от 90 190 руб./мес.,
14.04,2-комнатная квартира,"Автозаводский районул. Героя Советского Союза Прыгунова, д. 29 Информация о доме",1964.0,"3 / 5 эт., кирпич","45,3 / 28,9 / 5,8хрущ.",4 500 000 руб.99 338 руб./м²от 53 430 руб./мес.,
14.04,2-комнатная квартира,"Советский районул. Сестёр Рукавишниковых, д. 12 Информация о доме",1958.0,"2 / 2 эт., дерево","48,1 / 32,2 / 6,2",5 700 000 руб.118 503 руб./м²от 67 678 руб./мес.,
14.04,3-комнатная квартира,"Канавинский район 6-й микрорайон Мещерское озероул. Карла Маркса, д. 40 Информация о доме",1992.0,"4 / 6 эт., панель","85 / 50 / 8,5",16 000 000 руб.188 235 руб./м²от 189 974 руб./мес.,
,,,,,,,
14.04,1-комнатная квартира,"Приокский район микрорайон Щербинки 2ул. Маршала Голованова, д. 73 Информация о доме",1978.0,"8 / 9 эт., кирпич",21 / 12 / 5малогабар.,3 200 000 руб.152 381 руб./м²от 37 995 руб./мес.,
14.04,2-комнатная квартира,"Приокский районул. Бонч-Бруевича, д. 4 Информация о доме",1965.0,"1 / 5 эт., кирпич","43,8 / 27,6 / 6хрущ.",5 300 000 руб.121 005 руб./м²от 62 929 руб./мес.,
14.04,4-комнатная квартира,"Советский районул. Артельная, д. 10А Информация о доме",1970.0,"1 / 5 эт., панель","59,9 / 46 / 6,5брежн.",8 089 000 руб.135 042 руб./м²от 96 044 руб./мес.,
14.04,1-комнатная квартира,"Автозаводский район микрорайон Северныйул. Пермякова, д. 16 Информация о доме",1982.0,"8 / 9 эт., кирпич","20,3 / 11,4 / 4,5малогабар.",3 300 000 руб.162 562 руб./м²от 39 182 руб./мес.,
14.04,2-комнатная квартира,"Советский район ЖК Зенитул. Краснозвёздная, д. 35 Информация о доме",2014.0,"7 / 18 эт., блок+утеплитель","54,8 / 26 / 11",13 200 000 руб.240 876 руб./м²от 156 729 руб./мес.,
14.04,2-комнатная квартира,"Советский районпр. Высоковский, д. 11 Информация о доме",1960.0,"4 / 4 эт., кирпич",56 / 33 / 8стал.,6 500 000 руб.116 071 руб./м²от 77 177 руб./мес.,
14.04,2-комнатная квартира,"Сормовский районул. Федосеенко, д. 29 Информация о доме",1969.0,"1 / 5 эт., кирпич","45 / 30 / 6,4хрущ.",4 000 000 руб.88 889 руб./м²от 47 494 руб./мес.,
,,,,,,,
14.04,3-комнатная квартира,"Приокский район микрорайон Щербинки 2просп. Гагарина, д. 115 Информация о доме",1987.0,"5 / 12 эт., кирпич","76,2 / 42,3 / 9,6",9 000 000 руб.118 110 руб./м²от 106 860 руб./мес.,
14.04,3-комнатная квартира,"Канавинский район микрорайон Гордеевскийш. Московское, д. 17 Информация о доме",1968.0,"8 / 9 эт., панель","62,1 / 40 / 7",7 000 000 руб.112 721 руб./м²от 83 114 руб./мес.,
14.04,3-комнатная квартира,"Приокский район микрорайон Щербинки 1мкр. Щербинки 1-й, д. 9 Информация о доме",1967.0,"2 / 5 эт., кирпич","62 / 48,4 / 5,9хрущ.",5 850 000 руб.94 355 руб./м²от 69 459 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"9 / 18 эт., блок+утеплитель","91,4 / 45,4 / 17,5",17 823 000 руб.195 000 руб./м²от 211 619 руб./мес.,
14.04,1-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"13 / 18 эт., блок+утеплитель","48,8 / 17,7 / 14,9",10 589 600 руб.217 000 руб./м²от 125 734 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"11 / 18 эт., блок+утеплитель","64,9 / 24,1 / 20,8",13 304 500 руб.205 000 руб./м²от 157 969 руб./мес.,
14.04,1-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"17 / 18 эт., блок+утеплитель","48,8 / 17,7 / 14,9",10 980 000 руб.225 000 руб./м²от 130 370 руб./мес.,
,,,,,,,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"10 / 18 эт., блок+утеплитель","91,4 / 45,4 / 17,5",18 280 000 руб.200 000 руб./м²от 217 045 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"18 / 18 эт., блок+утеплитель","64,6 / 24,7 / 16,9",16 473 000 руб.255 000 руб./м²от 195 590 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"8 / 18 эт., блок+утеплитель","91,4 / 45,4 / 17,5",17 640 200 руб.193 000 руб./м²от 209 449 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"13 / 18 эт., блок+утеплитель","68,8 / 32,4 / 16",14 448 000 руб.210 000 руб./м²от 171 547 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"13 / 18 эт., блок+утеплитель","64,9 / 24,1 / 20,8",13 629 000 руб.210 000 руб./м²от 161 822 руб./мес.,
14.04,Квартира-студия,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"13 / 18 эт., блок+утеплитель","42,9 / 25,9",9 652 500 руб.225 000 руб./м²от 114 608 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"11 / 18 эт., блок+утеплитель","91,3 / 45,4 / 17,5",18 351 300 руб.201 000 руб./м²от 217 892 руб./мес.,
,,,,,,,
14.04,1-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"14 / 18 эт., блок+утеплитель","48,8 / 17,7 / 14,9",10 736 000 руб.220 000 руб./м²от 127 473 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"11 / 18 эт., блок+утеплитель","68,8 / 32,4 / 16",14 448 000 руб.210 000 руб./м²от 171 547 руб./мес.,
14.04,1-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"14 / 18 эт., блок+утеплитель","48,8 / 17,7 / 14,9",10 736 000 руб.220 000 руб./м²от 127 473 руб./мес.,
